Línea,Código Equipo,Equipo,Orden,Desc. Orden,Descripción,Completado,Observaciones,Fecha Programada,Duración,correo de programador,correo de planeador,imagen_observacion,revisado tiempo,revisado presupuesto,revisado repuestos,revisado repuestos programador
LINEA PARA EL LLENADO DE BOLSAS,710199,LLENADORA DE BOLSAS LINEA 5,13335391,INSPECCION SEMANAL BOLSAS LINEA 5,ESTADO BANDA DE MOTOR ARRASTRE,si,CUMPLE,"9/5/2024, 16:52:48","0,0052631579",.,.,CUMPLE,,,,
LINEA PARA EL LLENADO DE BOLSAS,710199,LLENADORA DE BOLSAS LINEA 5,13335391,INSPECCION SEMANAL BOLSAS LINEA 5,FUNC MOTORES ARRASTRE BOLSA,si,CUMPLE,"9/5/2024, 16:52:53","0,0052631579",.,.,CUMPLE,,,,
LINEA PARA EL LLENADO DE BOLSAS,710199,LLENADORA DE BOLSAS LINEA 5,13335391,INSPECCION SEMANAL BOLSAS LINEA 5,FUNC MOTORES SELLADO BOLSA,si,CUMPLE,"9/5/2024, 16:53:00","0,0052631579",.,.,CUMPLE,,,,
LINEA PARA EL LLENADO DE BOLSAS,710199,LLENADORA DE BOLSAS LINEA 5,13335391,INSPECCION SEMANAL BOLSAS LINEA 5,ESTADO LEVA-RODILLO SELLADO-CORTE,si,CUMPLE,"9/5/2024, 16:53:28","0,0052631579",.,.,CUMPLE,,,,
LINEA PARA EL LLENADO DE BOLSAS,710199,LLENADORA DE BOLSAS LINEA 5,13335391,INSPECCION SEMANAL BOLSAS LINEA 5,ESTADO TABLERO ELECTRICO,si,CUMPLE,"9/5/2024, 16:53:37","0,0052631579",.,.,CUMPLE,,,,
LINEA PARA EL LLENADO DE BOLSAS,710199,LLENADORA DE BOLSAS LINEA 5,13335391,INSPECCION SEMANAL BOLSAS LINEA 5,INSP CABEZAL DE IMPRESIÓN/RODILLOS LOCOS,si,CUMPLE,"9/5/2024, 16:53:42","0,0052631579",.,.,CUMPLE,,,,
LINEA PARA EL LLENADO DE BOLSAS,710199,LLENADORA DE BOLSAS LINEA 5,13335391,INSPECCION SEMANAL BOLSAS LINEA 5,FUNC RESISTENCIA EMPALME ROLLOS,si,CUMPLE,"9/5/2024, 16:53:48","0,0052631579",.,.,CUMPLE,,,,
LINEA PARA EL LLENADO DE BOLSAS,710199,LLENADORA DE BOLSAS LINEA 5,13335391,INSPECCION SEMANAL BOLSAS LINEA 5,INSP FUGAS FLUIDOS,si,CUMPLE,"9/5/2024, 16:53:51","0,0052631579",.,.,CUMPLE,,,,
LINEA PARA EL LLENADO DE BOLSAS,710199,LLENADORA DE BOLSAS LINEA 5,13335391,INSPECCION SEMANAL BOLSAS LINEA 5,INSP FUNC. BOMBA REFRIG. MORDAZAS,si,CUMPLE,"9/5/2024, 16:53:55","0,0052631579",.,.,CUMPLE,,,,
LINEA PARA EL LLENADO DE BOLSAS,710199,LLENADORA DE BOLSAS LINEA 5,13335391,INSPECCION SEMANAL BOLSAS LINEA 5,INSP. FOTOCELDA,si,CUMPLE,"9/5/2024, 16:54:00","0,0052631579",.,.,CUMPLE,,,,
LINEA PARA EL LLENADO DE BOLSAS,710199,LLENADORA DE BOLSAS LINEA 5,13335391,INSPECCION SEMANAL BOLSAS LINEA 5,SENSOR DE NIVEL TANQUE,si,CUMPLE,"9/5/2024, 16:54:06","0,0052631579",.,.,CUMPLE,,,,
LINEA PARA EL LLENADO DE BOLSAS,710199,LLENADORA DE BOLSAS LINEA 5,13335391,INSPECCION SEMANAL BOLSAS LINEA 5,REV/CAMBIO LAMPARAS 9000 H,si,CUMPLE,"9/5/2024, 16:54:11","0,0052631579",.,.,CUMPLE,,,,
BOMBAS DE SERVICIO PROCESO,70948903,BOMBA AGUA CRISTAL,13340632,INSPECCION SEMANAL BOMBA AGUA CRISTAL,PLAN MTTO MEC BOMBA AGUA CRISTAL 7094890,,,,"0,1",,,,,,,
BOMBAS DE SERVICIO PROCESO,70948904,BOMBA AGUA CRISTAL,13340633,INSPECCION SEMANAL BOMBA AGUA CRISTAL,PLAN MTTO MEC BOMBA AGUA CRISTAL70948904,,,,"0,1",,,,,,,
BOMBAS DE SERVICIO PROCESO,70948907,BOMBA AGUA PRODUCTO,13340636,INSPECCION SEMANAL BOMBA AGUA PRODUCTO,PLAN MTTO MEC BOMBA AGUA PRODUCT70948907,,,,"0,1",,,,,,,
BOMBAS DE SERVICIO PROCESO,70948905,BOMBA AGUA PRODUCTO,13340634,INSPECCION SEMANAL BOMBA AGUA PRODUCTO,PLAN MTTO MEC BOMBA AGUA PRODUCT70948905,,,,"0,1",,,,,,,
BOMBAS DE SERVICIO PROCESO,70948906,BOMBA AGUA PRODUCTO,13340635,INSPECCION SEMANAL BOMBA AGUA PRODUCTO,PLAN MTTO MEC BOMBA AGUA PRODUCT70948906,,,,"0,1",,,,,,,
BOMBAS DE SERVICIO PROCESO,70948908,BOMBA AGUA PRODUCTO,13340637,INSPECCION SEMANAL BOMBA AGUA PRODUCTO,PLAN MTTO MEC BOMBA AGUA PRODUCT70948908,,,,"0,1",,,,,,,
BOMBAS DE SERVICIO PROCESO,70948913,BOMBA AGUA SERVICIOS EDIFICIOS ADMINIS,13340640,INSPECCION SEMANAL BOMBA EDIF ADMI,PLAN MTTO MEC BOMBA SERV EDI 70948913,,,,"0,1",,,,,,,
BOMBAS DE SERVICIO PROCESO,70948914,BOMBA AGUA SERVICIOS EDIFICIOS ADMINIS,13340641,INSPECCION SEMANAL BOMBA EDIF ADMI,PLAN MTTO MEC BOMBA SERV EDI 70948914,,,,"0,1",,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,709691,BOMBA RECIRCULACION GLICOL TK1 (1),13340376,INSPECCION SEMANAL BOMBA RECIRCULACION G,PLAN MTTO MEC BOMBA RECIR GLICOL TK1 (1),,,,"0,1",,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,709692,BOMBA RECIRCULACION GLICOL TK1 (2),13340377,INSPECCION SEMANAL BOMBA RECIRCULACION G,PLAN MTTO MEC BOMBA RECIR GLICOL TK1 (2),,,,"0,1",,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,709693,BOMBA RECIRCULACION GLICOL TK1 (3),13340378,INSPECCION SEMANAL BOMBA RECIRCULACION G,PLAN MTTO MEC BOMBA RECIR GLICOL TK1 (3),,,,"0,1",,,,,,,
TRATAMIENTO DE AGUA PARA ENVASADO,70948930,BOMBA AGUA RETROLAVADO FILTRO ARENA,13340638,INSPECCION SEMANAL BOMBA RETRO FILTRO AR,PLAN MTTO MEC BOMBA FILTRO ARENA70948908,,,,"0,1",,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,709695,BOMBA SUMINISTRO GLICOL LINEA PET CSD 2,13340380,INSPECCION SEMANAL BOMBA SUMIN GLICOL,PLAN Mtto Mec BOMBA 2 SUM GLICOL LIN CSD,,,,"0,1",,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,709696,BOMBA SUMINISTRO GLICOL LINEA PET CSD 3,13340381,INSPECCION SEMANAL BOMBA SUMIN GLICOL,PLAN Mtto Mec BOMBA 3 SUM GLICOL LIN CSD,,,,"0,1",,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,709694,BOMBA SUMINISTRO GLICOL LINEA PET CSD 1,13340379,INSPECCION SEMANAL BOMBA SUMINISTRO GLIC,PLAN Mtto Mec BOMBA SUMIN GLICOL LIN CSD,,,,"0,1",,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,69963405,TANQUE DE JARABE,13340669,INSPECCION SEMANAL BOMBA Tanque Jarabe 2,"REVISAR ESTADO TANQUE,TUBERIAS, VALVULAS",si,CUMPLE,"10/5/2024, 21:42:53","0,02",.,.,CUMPLE,,,,
EQUIPOS PARA  PREPARACION DE JARABE,69963405,TANQUE DE JARABE,13340669,INSPECCION SEMANAL BOMBA Tanque Jarabe 2,INSP. BOMBAS EN GENERAL,si,CUMPLE,"10/5/2024, 21:43:04","0,02",.,.,CUMPLE,,,,
EQUIPOS PARA  PREPARACION DE JARABE,69963405,TANQUE DE JARABE,13340669,INSPECCION SEMANAL BOMBA Tanque Jarabe 2,"ESCAPES FLUIDOS(AGUA,AIRE,JARABE)",si,CUMPLE,"10/5/2024, 21:43:13","0,02",.,.,CUMPLE,,,,
EQUIPOS PARA  PREPARACION DE JARABE,69963405,TANQUE DE JARABE,13340669,INSPECCION SEMANAL BOMBA Tanque Jarabe 2,VERIFICAR ESTADO PIEZAS TANQUES (QUE LAS PIEZAS ESTEN COMPLETAS Y EN BUEN ESTADO),si,CUMPLE,"10/5/2024, 21:43:20","0,02",.,.,CUMPLE,,,,
EQUIPOS PARA  PREPARACION DE JARABE,69963405,TANQUE DE JARABE,13340669,INSPECCION SEMANAL BOMBA Tanque Jarabe 2,MTTO MEC TK JARABE 2  JARABE TERMINADO,si,CUMPLE,"10/5/2024, 21:43:28","0,02",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,69841202,BOMBAS DE AGUA FRIA,13340680,INSPECCION SEMANAL BOMBAS DE AGUA FRIA,PLAN MTTO MEC BOMBAS AGUA FRIA 69841202,si,CUMPLE,"13/5/2024, 6:41:04","0,1",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,69841203,BOMBAS DE GLICOL,13340681,INSPECCION SEMANAL BOMBAS DE GLICOL,PLAN MTTO MEC BOMBAS GLICOL 69841203,si,CUMPLE,"13/5/2024, 6:41:22","0,1",.,.,CUMPLE,,,,
EQUIPOS PARA  PREPARACION DE JARABE,69963490,BOMBAS JARABE TERMINADO,13340667,INSPECCION SEMANAL BOMBAS JARABE TERMINA,VERIFICAR FUNCIONAMIENTO BOMBAS,si,CUMPLE,"10/5/2024, 21:43:37","0,025",.,.,CUMPLE,,,,
EQUIPOS PARA  PREPARACION DE JARABE,69963490,BOMBAS JARABE TERMINADO,13340667,INSPECCION SEMANAL BOMBAS JARABE TERMINA,REVISAR ESTADO Y FUGAS,si,CUMPLE,"10/5/2024, 21:43:51","0,025",.,.,CUMPLE,,,,
EQUIPOS PARA  PREPARACION DE JARABE,69963490,BOMBAS JARABE TERMINADO,13340667,INSPECCION SEMANAL BOMBAS JARABE TERMINA,VERIFICAR ESTADO PIEZAS TANQUES (QUE LAS PIEZAS ESTEN COMPLETAS Y EN BUEN ESTADO),si,CUMPLE,"10/5/2024, 21:44:00","0,025",.,.,CUMPLE,,,,
EQUIPOS PARA  PREPARACION DE JARABE,69963490,BOMBAS JARABE TERMINADO,13340667,INSPECCION SEMANAL BOMBAS JARABE TERMINA,PLAN MTTO MEC BOMBAS JARAB TERM 69963490,si,CUMPLE,"10/5/2024, 21:44:11","0,025",.,.,CUMPLE,,,,
LINEA PARA EL LLENADO DE BOLSAS,560026,LAVADORA DE CAJAS PLASTICAS,13340429,INSPECCION SEMANAL CAJAS PLASTICAS,VERIFICAR PRESION CHORROS INTERNOS,si,CUMPLE,"9/5/2024, 16:54:26","0,0111111111",.,.,CUMPLE,,,,
LINEA PARA EL LLENADO DE BOLSAS,560026,LAVADORA DE CAJAS PLASTICAS,13340429,INSPECCION SEMANAL CAJAS PLASTICAS,INSP SENSORES NIVEL,si,CUMPLE,"9/5/2024, 16:54:33","0,0111111111",.,.,CUMPLE,,,,
LINEA PARA EL LLENADO DE BOLSAS,560026,LAVADORA DE CAJAS PLASTICAS,13340429,INSPECCION SEMANAL CAJAS PLASTICAS,FUNC TERMOMETROS,si,CUMPLE,"9/5/2024, 16:56:22","0,0111111111",.,.,CUMPLE,,,,
LINEA PARA EL LLENADO DE BOLSAS,560026,LAVADORA DE CAJAS PLASTICAS,13340429,INSPECCION SEMANAL CAJAS PLASTICAS,"INSP SISTEMA NEUMATICO(VALVULAS,UNIDAD MTTO)",si,CUMPLE,"9/5/2024, 16:56:27","0,0111111111",.,.,CUMPLE,,,,
LINEA PARA EL LLENADO DE BOLSAS,560026,LAVADORA DE CAJAS PLASTICAS,13340429,INSPECCION SEMANAL CAJAS PLASTICAS,ESTADO TRANSPORTADOR INTERNO,si,CUMPLE,"9/5/2024, 16:56:32","0,0111111111",.,.,CUMPLE,,,,
LINEA PARA EL LLENADO DE BOLSAS,560026,LAVADORA DE CAJAS PLASTICAS,13340429,INSPECCION SEMANAL CAJAS PLASTICAS,FUNC BOMBA LAVADO-ENJUAGUE,si,CUMPLE,"9/5/2024, 16:56:42","0,0111111111",.,.,CUMPLE,,,,
LINEA PARA EL LLENADO DE BOLSAS,560026,LAVADORA DE CAJAS PLASTICAS,13340429,INSPECCION SEMANAL CAJAS PLASTICAS,INSP FUGA FLUIDOS,si,CUMPLE,"9/5/2024, 16:56:52","0,0111111111",.,.,CUMPLE,,,,
LINEA PARA EL LLENADO DE BOLSAS,560026,LAVADORA DE CAJAS PLASTICAS,13340429,INSPECCION SEMANAL CAJAS PLASTICAS,ESTADO TRANSPORTADORES,si,CUMPLE,"9/5/2024, 16:56:58","0,0111111111",.,.,CUMPLE,,,,
LINEA PARA EL LLENADO DE BOLSAS,560026,LAVADORA DE CAJAS PLASTICAS,13340429,INSPECCION SEMANAL CAJAS PLASTICAS,ESTADO MALLAS TANQUES,si,CUMPLE,"9/5/2024, 16:57:08","0,0111111111",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,659354,CALDERA DE 300 BHP,13346665,INSPECCION SEMANAL CALDERA DE 300 BHP,INSTRUMENTOS MEDICION,,,,"0,0071428571",,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,659354,CALDERA DE 300 BHP,13346665,INSPECCION SEMANAL CALDERA DE 300 BHP,"MOTOBOMBAS: AGUA, DOSIFICADOR",,,,"0,0071428571",,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,659354,CALDERA DE 300 BHP,13346665,INSPECCION SEMANAL CALDERA DE 300 BHP,VENTILADOR,,,,"0,0071428571",,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,659354,CALDERA DE 300 BHP,13346665,INSPECCION SEMANAL CALDERA DE 300 BHP,"ESCAPES FLUIDOS: GAS, VAPOR",,,,"0,0071428571",,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,659354,CALDERA DE 300 BHP,13346665,INSPECCION SEMANAL CALDERA DE 300 BHP,"VALVULAS, ELECTROVALVULAS",,,,"0,0071428571",,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,659354,CALDERA DE 300 BHP,13346665,INSPECCION SEMANAL CALDERA DE 300 BHP,"TUBERIAS, CHEQUES",,,,"0,0071428571",,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,659354,CALDERA DE 300 BHP,13346665,INSPECCION SEMANAL CALDERA DE 300 BHP,VALVULAS DE SEGURIDAD,,,,"0,0071428571",,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,659354,CALDERA DE 300 BHP,13346665,INSPECCION SEMANAL CALDERA DE 300 BHP,"ESTADO GRAL, PINTURA",,,,"0,0071428571",,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,659354,CALDERA DE 300 BHP,13346665,INSPECCION SEMANAL CALDERA DE 300 BHP,VISOR Y MIRILLA,,,,"0,0071428571",,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,659354,CALDERA DE 300 BHP,13346665,INSPECCION SEMANAL CALDERA DE 300 BHP,VALVULAS DE PURGA,,,,"0,0071428571",,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,659354,CALDERA DE 300 BHP,13346665,INSPECCION SEMANAL CALDERA DE 300 BHP,VALVULA MODULADORA,,,,"0,0071428571",,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,659354,CALDERA DE 300 BHP,13346665,INSPECCION SEMANAL CALDERA DE 300 BHP,VALVULAS REGULADORAS GAS,,,,"0,0071428571",,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,659354,CALDERA DE 300 BHP,13346665,INSPECCION SEMANAL CALDERA DE 300 BHP,QUEMADOR,,,,"0,0071428571",,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,659354,CALDERA DE 300 BHP,13346665,INSPECCION SEMANAL CALDERA DE 300 BHP,TABLERO DE CONTROL/CLIMATIZADOR,,,,"0,0071428571",,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,659370,CALDERA DE 300 BHP,13340683,INSPECCION SEMANAL CALDERA DE 300 BHP,INSTRUMENTOS MEDICION,,,,"0,0071428571",,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,659370,CALDERA DE 300 BHP,13340683,INSPECCION SEMANAL CALDERA DE 300 BHP,"MOTOBOMBAS: AGUA, DOSIFICADOR",,,,"0,0071428571",,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,659370,CALDERA DE 300 BHP,13340683,INSPECCION SEMANAL CALDERA DE 300 BHP,VENTILADOR,,,,"0,0071428571",,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,659370,CALDERA DE 300 BHP,13340683,INSPECCION SEMANAL CALDERA DE 300 BHP,"ESCAPES FLUIDOS: GAS, VAPOR",,,,"0,0071428571",,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,659370,CALDERA DE 300 BHP,13340683,INSPECCION SEMANAL CALDERA DE 300 BHP,"VALVULAS, ELECTROVALVULAS",,,,"0,0071428571",,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,659370,CALDERA DE 300 BHP,13340683,INSPECCION SEMANAL CALDERA DE 300 BHP,"TUBERIAS, CHEQUES",,,,"0,0071428571",,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,659370,CALDERA DE 300 BHP,13340683,INSPECCION SEMANAL CALDERA DE 300 BHP,VALVULAS DE SEGURIDAD,,,,"0,0071428571",,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,659370,CALDERA DE 300 BHP,13340683,INSPECCION SEMANAL CALDERA DE 300 BHP,"ESTADO GRAL, PINTURA",,,,"0,0071428571",,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,659370,CALDERA DE 300 BHP,13340683,INSPECCION SEMANAL CALDERA DE 300 BHP,VISOR Y MIRILLA,,,,"0,0071428571",,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,659370,CALDERA DE 300 BHP,13340683,INSPECCION SEMANAL CALDERA DE 300 BHP,VALVULAS DE PURGA,,,,"0,0071428571",,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,659370,CALDERA DE 300 BHP,13340683,INSPECCION SEMANAL CALDERA DE 300 BHP,VALVULA MODULADORA,,,,"0,0071428571",,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,659370,CALDERA DE 300 BHP,13340683,INSPECCION SEMANAL CALDERA DE 300 BHP,VALVULAS REGULADORAS GAS,,,,"0,0071428571",,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,659370,CALDERA DE 300 BHP,13340683,INSPECCION SEMANAL CALDERA DE 300 BHP,QUEMADOR,,,,"0,0071428571",,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,659370,CALDERA DE 300 BHP,13340683,INSPECCION SEMANAL CALDERA DE 300 BHP,TABLERO DE CONTROL/CLIMATIZADOR,,,,"0,0071428571",,,,,,,
LINEA PET CSD - LINEA 10,829011,CARBOENFRIADOR DE BEBIDAS,13340482,INSPECCION SEMANAL CARBOENFRIADOR DE BEB,ESTADO INSTRUMENTOS,si,CUMPLE,"14/5/2024, 22:06:05","0,0111111111",.,.,CUMPLE,si,si,si,si
LINEA PET CSD - LINEA 10,829011,CARBOENFRIADOR DE BEBIDAS,13340482,INSPECCION SEMANAL CARBOENFRIADOR DE BEB,"ESCAPES FLUIDOS(AIRE,CO2,AGUA)",si,CUMPLE,"14/5/2024, 22:05:59","0,0111111111",.,.,CUMPLE,,,,
LINEA PET CSD - LINEA 10,829011,CARBOENFRIADOR DE BEBIDAS,13340482,INSPECCION SEMANAL CARBOENFRIADOR DE BEB,ESTADO TUBERIA,si,CUMPLE,"14/5/2024, 22:05:53","0,0111111111",.,.,CUMPLE,,,,
LINEA PET CSD - LINEA 10,829011,CARBOENFRIADOR DE BEBIDAS,13340482,INSPECCION SEMANAL CARBOENFRIADOR DE BEB,ESTADO DE BOMBAS,si,CUMPLE,"14/5/2024, 22:05:46","0,0111111111",.,.,CUMPLE,,,,
LINEA PET CSD - LINEA 10,829011,CARBOENFRIADOR DE BEBIDAS,13340482,INSPECCION SEMANAL CARBOENFRIADOR DE BEB,ESTADO INTERFAZ VISUAL CONTROL,si,CUMPLE,"14/5/2024, 22:05:39","0,0111111111",.,.,CUMPLE,,,,
LINEA PET CSD - LINEA 10,829011,CARBOENFRIADOR DE BEBIDAS,13340482,INSPECCION SEMANAL CARBOENFRIADOR DE BEB,INSP INTERCAMBIADOR Y REJILLA AIRE,si,CUMPLE,"14/5/2024, 22:05:33","0,0111111111",.,.,CUMPLE,,,,
LINEA PET CSD - LINEA 10,829011,CARBOENFRIADOR DE BEBIDAS,13340482,INSPECCION SEMANAL CARBOENFRIADOR DE BEB,PRESION AIRE DE TRABAJO,si,CUMPLE,"14/5/2024, 22:05:24","0,0111111111",.,.,CUMPLE,,,,
LINEA PET CSD - LINEA 10,829011,CARBOENFRIADOR DE BEBIDAS,13340482,INSPECCION SEMANAL CARBOENFRIADOR DE BEB,LIMPIEZA ASPECTO GRAL,si,CUMPLE,"14/5/2024, 22:05:17","0,0111111111",.,.,CUMPLE,,,,
LINEA PET CSD - LINEA 10,829011,CARBOENFRIADOR DE BEBIDAS,13340482,INSPECCION SEMANAL CARBOENFRIADOR DE BEB,TABLERO ELECTRICO/CLIMATIZADOR,si,CUMPLE,"14/5/2024, 22:05:09","0,0111111111",.,.,CUMPLE,,,,
EQUIPOS ALTA Y BAJA TENSION ELECTRICA,74928605,CELDA DE ALTA +K01,13340649,INSPECCION SEMANAL CELDA DE ALTA +K01,PLAN MTTO CELDA DE ALTA +K01 7428605,si,CUMPLE,"16/5/2024, 22:15:32","0,1",.,.,CUMPLE,,,,
EQUIPOS ALTA Y BAJA TENSION ELECTRICA,74928606,CELDA DE ALTA +K02,13340650,INSPECCION SEMANAL CELDA DE ALTA +K02,PLAN MTTO CELDA DE ALTA +K02 74928606,si,CUMPLE,"16/5/2024, 22:15:41","0,1",.,.,CUMPLE,,,,
EQUIPOS ALTA Y BAJA TENSION ELECTRICA,74928607,CELDA DE ALTA +K03,13340651,INSPECCION SEMANAL CELDA DE ALTA +K03,PLAN MTTO CELDA DE ALTA +K03 74928607,si,CUMPLE,"16/5/2024, 22:15:45","0,1",.,.,CUMPLE,,,,
EQUIPOS ALTA Y BAJA TENSION ELECTRICA,74928608,CELDA DE ALTA +K04,13340652,INSPECCION SEMANAL CELDA DE ALTA +K04,PLAN MTTO CELDA DE ALTA +K04 74928608,si,CUMPLE,"16/5/2024, 22:15:51","0,1",.,.,CUMPLE,,,,
EQUIPOS ALTA Y BAJA TENSION ELECTRICA,74928609,CELDA DE ALTA +K05,13340653,INSPECCION SEMANAL CELDA DE ALTA +K05,PLAN MTTO CELDA DE ALTA +K05 74928609,si,CUMPLE,"16/5/2024, 22:15:54","0,1",.,.,CUMPLE,,,,
EQUIPOS ALTA Y BAJA TENSION ELECTRICA,74928610,CELDA DE ALTA +K06,13340654,INSPECCION SEMANAL CELDA DE ALTA +K06,PLAN MTTO CELDA DE ALTA +K06 74928610,si,CUMPLE,"16/5/2024, 22:15:59","0,1",.,.,CUMPLE,,,,
EQUIPOS ALTA Y BAJA TENSION ELECTRICA,74928611,CELDA DE ALTA +K07,13340655,INSPECCION SEMANAL CELDA DE ALTA +K07,PLAN MTTO CELDA DE ALTA +K07 74928611,si,CUMPLE,"16/5/2024, 22:16:04","0,1",.,.,CUMPLE,,,,
EQUIPOS ALTA Y BAJA TENSION ELECTRICA,74928612,CELDA DE ALTA +K08,13340656,INSPECCION SEMANAL CELDA DE ALTA +K08,PLAN MTTO CELDA DE ALTA +K08 74928612,si,CUMPLE,"16/5/2024, 22:16:08","0,1",.,.,CUMPLE,,,,
EQUIPOS ALTA Y BAJA TENSION ELECTRICA,74928617,CELDA DE ALTA +K09,13340657,INSPECCION SEMANAL CELDA DE ALTA +K09,PLAN MTTO CELDA DE ALTA +K09 74928617,si,CUMPLE,"16/5/2024, 22:16:13","0,1",.,.,CUMPLE,,,,
EQUIPOS ALTA Y BAJA TENSION ELECTRICA,74928614,CELDA DISTRIB. BAJA TDP-2,13340659,INSPECCION SEMANAL CELDA DISTRIB. BAJA T,PLAN MTTO CELDA BAJA TDP-2 74928614,si,CUMPLE,"16/5/2024, 22:16:17","0,1",.,.,CUMPLE,,,,
EQUIPOS ALTA Y BAJA TENSION ELECTRICA,74928615,CELDA DISTRIB. BAJA TDP-3,13340660,INSPECCION SEMANAL CELDA DISTRIB. BAJA T,PLAN MTTO CELDA BAJA TDP-3 74928615,si,CUMPLE,"16/5/2024, 22:16:21","0,1",.,.,CUMPLE,,,,
EQUIPOS ALTA Y BAJA TENSION ELECTRICA,74928613,CELDA DISTRIB. BAJA TDP-1,13340658,INSPECCION SEMANAL CELDA DISTRIB. BAJA T,PLAN MTTO CELDA TDP-1 74928613,si,CUMPLE,"16/5/2024, 22:16:26","0,1",.,.,CUMPLE,,,,
LINEA PARA EL LLENADO DE GARRAFAS,71951102,CODIFICADOR,13340435,INSPECCION SEMANAL CODIFICADOR,PLAN MTTO ELE CODIFICAD GARRAFA 71951102,,,,"0,1",,,,,,,
LINEA ENVASADO BAG IN BOX DISPENSADORES,589648,CODIFICADOR,13340493,INSPECCION SEMANAL CODIFICADOR,PLAN MTTO ELE CODIFICADOR BAG IN BOX DIS,si,CUMPLE,"10/5/2024, 8:54:07","0,1",.,.,CUMPLE,,,,
LINEA ENVASADO BAG IN BOX DISPENSADORES,71012801,CODIFICADOR,13340491,INSPECCION SEMANAL Codificador,FUNCIONAMIENTO CODIFICACION,si,CUMPLE,"10/5/2024, 8:54:13","0,05",.,.,CUMPLE,,,,
LINEA ENVASADO BAG IN BOX DISPENSADORES,71012801,CODIFICADOR,13340491,INSPECCION SEMANAL Codificador,ESTADO APLICADOR TERMICO,si,CUMPLE,"10/5/2024, 8:54:18","0,05",.,.,CUMPLE,,,,
LINEA DE ENVASADO FAMILIAR Y PRB,82964402,CODIFICADOR proveniente de Cartagena,13340325,INSPECCION SEMANAL CODIFICADOR,Mtto codificador de botellas  exel 170i,,,,"0,1",,,,,,,
LINEA PARA EL LLENADO DE BOLSAS,589617,CODIFICADOR PARA BOLSA  360 Y 600,13340424,INSPECCION SEMANAL CODIFICADOR BOLSA  36,VERIFICAR CODIFICACION,si,CUMPLE,"9/5/2024, 16:57:33","0,0333333333",.,.,CUMPLE,,,,
LINEA PARA EL LLENADO DE BOLSAS,589617,CODIFICADOR PARA BOLSA  360 Y 600,13340424,INSPECCION SEMANAL CODIFICADOR BOLSA  36,INSPECCIONAR ESTADO ALMOHADILLAS,si,CUMPLE,"9/5/2024, 16:57:39","0,0333333333",.,.,CUMPLE,,,,
LINEA PARA EL LLENADO DE BOLSAS,589617,CODIFICADOR PARA BOLSA  360 Y 600,13340424,INSPECCION SEMANAL CODIFICADOR BOLSA  36,INSPECCIONAR CABEZAL DE IMPRESIÓN ,si,CUMPLE,"9/5/2024, 16:57:43","0,0333333333",.,.,CUMPLE,,,,
LINEA PARA EL LLENADO DE BOLSAS,589618,CODIFICADOR PARA BOLSA 360 Y 600,13340425,INSPECCION SEMANAL CODIFICADOR BOLSA  60,VERIFICAR CODIFICACION,si,CUMPLE,"9/5/2024, 16:57:55","0,0333333333",.,.,CUMPLE,,,,
